Fecha_Hora,Apertura,Maximo,Minimo,Cierre
2026-04-06 12:00:00,1748.0,1748.0,1744.0,1744.0
2026-04-06 13:00:00,1744.0,1744.0,1744.0,1744.0
2026-04-07 09:00:00,1747.5,1747.5,1747.5,1747.5
2026-04-07 10:00:00,1743.5,1743.5,1600.0,1718.0
2026-04-07 11:00:00,1600.0,1600.0,1600.0,1600.0
2026-04-07 12:00:00,1710.0,1710.0,1600.0,1600.0
2026-04-07 13:00:00,1744.0,1744.0,1744.0,1744.0
