Fecha_Hora,Apertura,Maximo,Minimo,Cierre
2026-04-06 12:00:00,108.0,114.0,108.0,114.0
2026-04-07 09:00:00,110.5,120.0,110.5,120.0
2026-04-07 10:00:00,120.0,120.0,108.0,110.0
2026-04-07 11:00:00,109.0,110.0,107.5,109.0
2026-04-07 12:00:00,109.0,114.0,107.5,114.0
2026-04-07 13:00:00,110.0,110.0,110.0,110.0
