Fecha_Hora,Apertura,Maximo,Minimo,Cierre
2026-04-06 12:00:00,690.0,690.0,690.0,690.0
2026-04-07 09:00:00,689.99,689.99,689.0,689.0
2026-04-07 10:00:00,688.0,688.0,688.0,688.0
2026-04-07 11:00:00,688.0,688.0,650.0,650.0
2026-04-07 12:00:00,650.0,690.0,630.0,690.0
