Fecha_Hora,Apertura,Maximo,Minimo,Cierre
2026-04-06 12:00:00,1275.0,1275.0,1275.0,1275.0
2026-04-07 09:00:00,1275.0,1275.0,1270.0,1270.0
2026-04-07 10:00:00,1100.0,1270.0,1100.0,1270.0
2026-04-07 11:00:00,1270.0,1270.0,1030.0,1030.0
2026-04-07 12:00:00,1030.0,1275.0,1030.0,1275.0
