Fecha_Hora,Apertura,Maximo,Minimo,Cierre
2026-04-06 12:00:00,4600.0,4600.0,4250.0,4250.0
2026-04-07 11:00:00,4250.0,4250.0,4250.0,4250.0
2026-04-07 12:00:00,4250.0,4250.0,4250.0,4250.0
