Fecha_Hora,Apertura,Maximo,Minimo,Cierre
2026-04-06 12:00:00,450.0,450.0,449.0,449.0
2026-04-07 09:00:00,480.0,480.0,449.0,449.0
2026-04-07 10:00:00,449.0,449.0,445.0,448.75
2026-04-07 11:00:00,448.75,448.75,445.0,448.75
2026-04-07 12:00:00,448.75,449.0,435.0,435.0
2026-04-07 13:00:00,435.0,445.0,435.0,445.0
