Fecha_Hora,Apertura,Maximo,Minimo,Cierre
2026-04-06 12:00:00,1677.0,1677.0,1677.0,1677.0
2026-04-06 13:00:00,1677.0,1677.0,1677.0,1677.0
2026-04-07 09:00:00,1975.0,1975.0,1975.0,1975.0
2026-04-07 10:00:00,1900.0,1900.0,1700.0,1700.0
2026-04-07 11:00:00,1700.0,1700.0,1674.98,1674.98
2026-04-07 12:00:00,1550.0,1660.0,1550.0,1660.0
2026-04-07 13:00:00,1550.05,1677.0,1550.05,1677.0
