Fecha_Hora,Apertura,Maximo,Minimo,Cierre
2026-04-06 12:00:00,11617.14,11947.98,11616.17,11947.98
2026-04-07 08:00:00,11716.53,11716.53,11716.53,11716.53
2026-04-07 09:00:00,11853.23,11853.23,11613.36,11613.36
2026-04-07 10:00:00,11611.09,11611.09,11373.19,11373.19
2026-04-07 11:00:00,11379.04,11379.04,11317.73,11317.73
2026-04-07 12:00:00,11243.67,11243.67,11179.33,11237.59
