Fecha_Hora,Apertura,Maximo,Minimo,Cierre
2026-04-06 12:00:00,810.0,815.0,810.0,810.0
2026-04-07 09:00:00,900.0,900.0,890.0,890.0
2026-04-07 10:00:00,810.0,810.0,805.0,805.0
2026-04-07 11:00:00,849.55,849.55,800.01,810.0
2026-04-07 12:00:00,810.0,818.0,800.0,810.0
2026-04-07 13:00:00,814.85,814.85,814.85,814.85
