Date,Precio_Inicio,Alto,Bajo,Precio_Cierre
2026-03-18,37.0,44.0,44.0,37.0
2026-03-23,37.0,44.37,44.37,37.0
2026-03-24,37.0,44.4,44.37,37.0
2026-03-30,37.0,44.4,44.4,37.0
2026-04-08,37.0,44.4,44.4,37.0
