Date,Precio_Inicio,Alto,Bajo,Precio_Cierre
2026-03-12,2100.0,2100.01,2100.01,2100.0
2026-03-13,2100.0,2158.0,2158.0,2100.0
2026-03-18,2100.0,2200.0,2200.0,2100.0
2026-03-20,2100.0,2260.0,2260.0,2100.0
2026-03-24,2100.0,2200.0,2200.0,2100.0
2026-04-07,2100.0,2200.0,2200.0,2100.0
2026-04-09,2100.0,2500.0,2500.0,2100.0
2026-04-10,2100.0,2500.03,2500.03,2500.03
