Date,Precio_Inicio,Alto,Bajo,Precio_Cierre
2026-03-09,87.0,104.39,104.39,104.39
2026-03-10,104.39,135.69,135.69,135.69
2026-03-18,135.69,2000.0,2000.0,2000.0
