Date,Precio_Inicio_USD,Alto_USD,Bajo_USD,Precio_Cierre_USD
2023-03-07,0.099,0.099,0.099,0.099
2023-03-08,0.100,0.100,0.100,0.100
2023-03-09,0.108,0.108,0.108,0.108
2023-03-10,0.108,0.108,0.108,0.108
2023-03-13,0.129,0.129,0.129,0.129
2023-03-14,0.112,0.112,0.112,0.112
2023-03-15,0.116,0.116,0.116,0.116
2023-03-16,0.134,0.134,0.134,0.134
2023-03-17,0.464,0.464,0.464,0.464
2023-03-20,0.548,0.548,0.548,0.548
2023-03-21,0.548,0.548,0.548,0.548
2023-03-22,0.548,0.548,0.548,0.548
2023-03-23,0.548,0.548,0.548,0.548
2023-03-24,0.548,0.548,0.548,0.548
2023-03-27,0.133,0.133,0.133,0.133
2023-03-28,0.123,0.123,0.123,0.123
2023-03-29,0.123,0.123,0.123,0.123
2023-03-30,0.123,0.123,0.123,0.123
2023-03-31,0.123,0.123,0.123,0.123
2023-04-03,0.119,0.119,0.119,0.119
2023-04-04,0.122,0.122,0.122,0.122
2023-04-05,0.119,0.119,0.119,0.119
2023-04-10,0.119,0.119,0.119,0.119
2023-04-11,0.119,0.119,0.119,0.119
2023-04-12,0.119,0.119,0.119,0.119
2023-04-13,0.107,0.107,0.107,0.107
2023-04-14,0.119,0.119,0.119,0.119
2023-04-17,0.118,0.118,0.118,0.118
2023-04-18,0.118,0.118,0.118,0.118
2023-04-20,0.127,0.127,0.127,0.127
2023-04-21,0.122,0.122,0.122,0.122
2023-04-24,0.122,0.122,0.122,0.122
2023-04-25,0.122,0.122,0.122,0.122
2023-04-26,0.122,0.122,0.122,0.122
2023-04-27,0.122,0.122,0.122,0.122
2023-04-28,0.117,0.117,0.117,0.117
2023-05-02,0.117,0.117,0.117,0.117
2023-05-03,0.117,0.117,0.117,0.117
2023-05-04,0.117,0.117,0.117,0.117
2023-05-05,0.116,0.116,0.116,0.116
2023-05-08,0.116,0.116,0.116,0.116
2023-05-09,0.124,0.124,0.124,0.124
2023-05-10,0.124,0.124,0.124,0.124
2023-05-11,0.124,0.124,0.124,0.124
2023-05-12,0.124,0.124,0.124,0.124
2023-05-15,0.124,0.124,0.124,0.124
2023-05-16,0.106,0.106,0.106,0.106
2023-05-17,0.109,0.109,0.109,0.109
2023-05-18,0.113,0.113,0.113,0.113
2023-05-19,0.113,0.113,0.113,0.113
2023-05-23,0.112,0.112,0.112,0.112
2023-05-24,0.112,0.112,0.112,0.112
2023-05-25,0.112,0.112,0.112,0.112
2023-05-26,0.115,0.115,0.115,0.115
2023-05-29,0.115,0.115,0.115,0.115
2023-05-30,0.127,0.127,0.127,0.127
2023-05-31,0.123,0.123,0.123,0.123
2023-06-01,0.115,0.115,0.115,0.115
2023-06-02,0.123,0.123,0.123,0.123
2023-06-05,0.121,0.121,0.121,0.121
2023-06-06,0.121,0.121,0.121,0.121
2023-06-07,0.124,0.124,0.124,0.124
2023-06-08,0.124,0.124,0.124,0.124
2023-06-13,0.127,0.127,0.127,0.127
2023-06-14,0.119,0.119,0.119,0.119
2023-06-15,0.119,0.119,0.119,0.119
2023-06-16,0.115,0.115,0.115,0.115
2023-06-20,0.121,0.121,0.121,0.121
2023-06-21,0.129,0.129,0.129,0.129
2023-06-22,0.121,0.121,0.121,0.121
2023-06-23,0.120,0.120,0.120,0.120
2023-06-26,0.121,0.121,0.121,0.121
2023-06-27,0.120,0.120,0.120,0.120
2023-06-28,0.120,0.120,0.120,0.120
2023-06-29,0.119,0.119,0.119,0.119
2023-06-30,0.119,0.119,0.119,0.119
2023-07-04,0.119,0.119,0.119,0.119
2023-07-06,0.114,0.114,0.114,0.114
2023-07-07,0.114,0.114,0.114,0.114
2023-07-10,0.113,0.113,0.113,0.113
2023-07-11,0.113,0.113,0.113,0.113
2023-07-12,0.113,0.113,0.113,0.113
2023-07-13,0.114,0.114,0.114,0.114
2023-07-14,0.113,0.113,0.113,0.113
2023-07-17,0.113,0.113,0.113,0.113
2023-07-18,0.113,0.113,0.113,0.113
2023-07-19,0.112,0.112,0.112,0.112
2023-07-20,0.104,0.104,0.104,0.104
2023-07-21,0.101,0.101,0.101,0.101
2023-07-25,0.100,0.100,0.100,0.100
2023-07-26,0.100,0.100,0.100,0.100
2023-07-27,0.099,0.099,0.099,0.099
2023-07-28,0.099,0.099,0.099,0.099
2023-07-31,0.106,0.106,0.106,0.106
2023-08-01,0.109,0.109,0.109,0.109
2023-08-02,0.109,0.109,0.109,0.109
2023-08-03,0.109,0.109,0.109,0.109
2023-08-04,0.108,0.108,0.108,0.108
2023-08-07,0.108,0.108,0.108,0.108
2023-08-08,0.108,0.108,0.108,0.108
2023-08-09,0.108,0.108,0.108,0.108
2023-08-10,0.108,0.108,0.108,0.108
2023-08-11,0.108,0.108,0.108,0.108
2023-08-15,0.107,0.107,0.107,0.107
2023-08-16,0.102,0.102,0.102,0.102
2023-08-17,0.102,0.102,0.102,0.102
2023-08-18,0.102,0.102,0.102,0.102
2023-08-21,0.108,0.108,0.108,0.108
2023-08-22,0.107,0.107,0.107,0.107
2023-08-23,0.113,0.113,0.113,0.113
2023-08-24,0.107,0.107,0.107,0.107
2023-08-25,0.107,0.107,0.107,0.107
2023-08-28,0.110,0.110,0.110,0.110
2023-08-29,0.107,0.107,0.107,0.107
2023-08-30,0.107,0.107,0.107,0.107
2023-08-31,0.107,0.107,0.107,0.107
2023-09-01,0.107,0.107,0.107,0.107
2023-09-04,0.107,0.107,0.107,0.107
2023-09-05,0.100,0.100,0.100,0.100
2023-09-06,0.100,0.100,0.100,0.100
2023-09-07,0.100,0.100,0.100,0.100
2023-09-08,0.100,0.100,0.100,0.100
2023-09-12,0.099,0.099,0.099,0.099
2023-09-13,0.099,0.099,0.099,0.099
2023-09-14,0.087,0.087,0.087,0.087
2023-09-15,0.090,0.090,0.090,0.090
2023-09-18,0.096,0.096,0.096,0.096
2023-09-19,0.096,0.096,0.096,0.096
2023-09-20,0.089,0.089,0.089,0.089
2023-09-21,0.092,0.092,0.092,0.092
2023-09-22,0.089,0.089,0.089,0.089
2023-09-25,0.089,0.089,0.089,0.089
2023-09-26,0.091,0.091,0.091,0.091
2023-09-27,0.091,0.091,0.091,0.091
2023-09-28,0.091,0.091,0.091,0.091
2023-09-29,0.091,0.091,0.091,0.091
2023-10-02,0.094,0.094,0.094,0.094
2023-10-03,0.090,0.090,0.090,0.090
2023-10-04,0.090,0.090,0.090,0.090
2023-10-05,0.092,0.092,0.092,0.092
2023-10-06,0.090,0.090,0.090,0.090
2023-10-09,0.092,0.092,0.092,0.092
2023-10-10,0.092,0.092,0.092,0.092
2023-10-11,0.086,0.086,0.086,0.086
2023-10-13,0.086,0.086,0.086,0.086
2023-10-16,0.086,0.086,0.086,0.086
2023-10-17,0.086,0.086,0.086,0.086
2023-10-18,0.089,0.089,0.089,0.089
2023-10-19,0.092,0.092,0.092,0.092
2023-10-20,0.095,0.095,0.095,0.095
2023-10-23,0.112,0.112,0.112,0.112
2023-10-24,0.115,0.115,0.115,0.115
2023-10-25,0.112,0.112,0.112,0.112
2023-10-26,0.097,0.097,0.097,0.097
2023-10-27,0.097,0.097,0.097,0.097
2023-10-31,0.097,0.097,0.097,0.097
2023-11-01,0.111,0.111,0.111,0.111
2023-11-02,0.111,0.111,0.111,0.111
2023-11-03,0.111,0.111,0.111,0.111
2023-11-07,0.111,0.111,0.111,0.111
2023-11-08,0.128,0.128,0.128,0.128
2023-11-09,0.128,0.128,0.128,0.128
2023-11-10,0.114,0.114,0.114,0.114
2023-11-13,0.119,0.119,0.119,0.119
2023-11-14,0.119,0.119,0.119,0.119
2023-11-15,0.119,0.119,0.119,0.119
2023-11-16,0.119,0.119,0.119,0.119
2023-11-17,0.119,0.119,0.119,0.119
2023-11-20,0.119,0.119,0.119,0.119
2023-11-21,0.119,0.119,0.119,0.119
2023-11-22,0.119,0.119,0.119,0.119
2023-11-23,0.119,0.119,0.119,0.119
2023-11-24,0.107,0.107,0.107,0.107
2023-11-27,0.107,0.107,0.107,0.107
2023-11-28,0.107,0.107,0.107,0.107
2023-11-29,0.127,0.127,0.127,0.127
2023-11-30,0.107,0.107,0.107,0.107
2023-12-01,0.127,0.127,0.127,0.127
2023-12-04,0.144,0.144,0.144,0.144
2023-12-05,0.144,0.144,0.144,0.144
2023-12-06,0.144,0.144,0.144,0.144
2023-12-07,0.144,0.144,0.144,0.144
2023-12-08,0.144,0.144,0.144,0.144
2023-12-12,0.144,0.144,0.144,0.144
2023-12-13,0.144,0.144,0.144,0.144
2023-12-14,0.144,0.144,0.144,0.144
2023-12-15,0.144,0.144,0.144,0.144
2023-12-18,0.144,0.155,0.141,0.144
2023-12-19,0.144,0.141,0.127,0.127
2023-12-20,0.127,0.135,0.127,0.127
2023-12-21,0.126,0.138,0.138,0.138
2023-12-22,0.138,0.135,0.135,0.135
2023-12-26,0.134,0.137,0.137,0.134
2023-12-27,0.134,0.143,0.143,0.143
