Fecha,Hora_Log,TKR,Precio,Hora_BVC
7 Abr,14:56:42,I.FINANCIE:,11373.19,10:56:14
7 Abr,14:56:42,I.INDUSTR:,2480.8,10:56:15
7 abr,14:56:42,ABC.A:,1719.0,10:52:58
7 Abr,14:56:42,BPV:,144.0,10:54:59
7 Abr,14:56:42,BVCC:,580.0,10:55:22
7 Abr,14:56:42,MVZ.A:,6899.0,10:55:08
7 Abr,14:56:42,MVZ.B:,6500.01,10:54:23
7 Abr,14:56:42,PGR:,108.0,10:55:56
7 Abr,14:56:42,PTN:,650.0,10:52:27
7 Abr,14:56:42,PRIMERO:,558.99,10:55:53
7 abr,14:56:42,RST.B:,448.75,10:56:14
7 Abr,14:56:42,TDV.D:,805.0,10:52:45
7 Abr,14:56:42,TPG:,21.85,10:51:46
7 Abr,15:01:54,IBC:,6035.5,11:01:47
7 Abr,15:01:54,I.FINANCIACIÓN:,11499.7,11:01:47
7 Abr,15:01:54,I.INDUSTR:,2496.51,11:01:48
7 abr,15:01:54,ABC.A:,1718.0,10:58:50
7 Abr,15:01:54,BNC:,1600.0,11:01:37
7 Abr,15:01:54,BPV:,145.0,11:01:46
7 Abr,15:01:54,BVCC:,600.0,11:00:51
7 Abr,15:01:54,CRM.A:,688.0,11:00:20
7 abr,15:01:54,EFE:,148.0,10:59:34
7 Abr,15:01:54,MPA:,120.0,10:59:46
7 Abr,15:01:54,PCP.B:,403.0,10:56:52
7 Abr,15:01:54,PGR:,110.0,10:59:53
7 Abr,15:01:54,RST:,558.0,10:58:43
7 Abr,15:01:54,TDV.D:,849.55,11:00:05
7 Abr,15:01:54,TPG:,21.85,11:00:15
7 Abr,15:07:07,IBC:,6029.27,11:06:39
7 Abr,15:07:07,I.FINANCIACIÓN:,11499.7,11:06:39
7 Abr,15:07:07,I.INDUSTR:,2483.88,11:06:39
7 Abr,15:07:07,BPV:,145.0,11:01:56
7 Abr,15:07:07,MPA:,110.0,11:04:43
7 Abr,15:07:07,RST:,558.0,11:06:39
7 Abr,15:07:07,RST.B:,448.75,11:04:14
7 Abr,15:07:07,TDV.D:,820.0,11:02:51
7 Abr,15:12:20,IBC:,5959.4,11:11:40
7 Abr,15:12:20,I.FINANCIACIÓN:,11515.66,11:11:40
7 Abr,15:12:20,I.INDUSTR:,2328.94,11:11:40
7 Abr,15:12:20,BNC:,1600.0,11:09:34
7 Abr,15:12:20,BPV:,145.0,11:09:20
7 Abr,15:12:20,BVCC:,600.0,11:11:39
7 abr,15:12:20,EFE:,144.0,11:09:28
7 Abr,15:12:20,FNC:,1270.0,11:09:28
7 Abr,15:12:20,IVC.A:,865.01,11:07:30
7 Abr,15:12:20,IVC.B:,585.0,11:10:51
7 Abr,15:12:20,MPA:,110.0,11:09:28
7 Abr,15:12:20,MVZ.A:,6899.0,11:09:03
7 Abr,15:12:20,MVZ.B:,6580.0,11:10:04
7 Abr,15:12:20,PCP.B:,375.0,11:09:44
7 Abr,15:12:20,PGR:,109.0,11:09:29
7 Abr,15:12:20,PTN:,650.0,11:11:03
7 Abr,15:12:20,RST:,472.0,11:09:29
7 Abr,15:12:20,RST.B:,445.0,11:10:29
7 Abr,15:12:20,SVS:,1050.0,11:09:30
7 Abr,15:12:20,TPG:,20.0,11:11:41
7 Abr,15:17:34,IBC:,5862.39,11:17:15
7 Abr,15:17:34,I.FINANCIACIÓN:,11289.94,11:17:15
7 Abr,15:17:34,I.INDUSTR:,2323.38,11:17:16
7 Abr,15:17:34,BNC:,1530.0,11:14:39
7 Abr,15:17:34,BPV:,144.0,11:14:57
7 Abr,15:17:34,BVCC:,598.0,11:16:47
7 Abr,15:17:34,CCR:,6101.0,11:16:54
7 abr,15:17:34,EFE:,144.0,11:15:55
7 Abr,15:17:34,FNV:,395.0,11:16:20
7 Abr,15:17:34,IVC.B:,585.0,11:15:02
7 Abr,15:17:34,MVZ.A:,6500.0,11:16:03
7 Abr,15:17:34,PGR:,109.0,11:13:26
7 Abr,15:17:34,RST.B:,445.0,11:17:15
7 Abr,15:17:34,TDV.D:,800.01,11:16:58
7 Abr,15:17:34,TPG:,20.0,11:16:05
7 Abr,15:22:50,IBC:,5932.75,11:22:49
7 Abr,15:22:50,I.FINANCIACIÓN:,11262.31,11:22:49
7 Abr,15:22:50,I.INDUSTR:,2489.18,11:22:49
7 Abr,15:22:50,BNC:,1530.0,11:21:14
7 Abr,15:22:50,BPV:,144.0,11:22:49
7 Abr,15:22:50,BVCC:,580.0,11:20:24
7 Abr,15:22:50,BVL:,1700.0,11:19:43
7 Abr,15:22:50,CGQ:,4200.0,11:20:20
7 Abr,15:22:50,MPA:,110.0,11:20:07
7 Abr,15:22:50,MTC.B:,305.83,11:20:07
7 Abr,15:22:50,MVZ.B:,6500.0,11:22:28
7 abr,15:22:50,PCP.B:,374.99,11:20:07
7 Abr,15:22:50,PGR:,109.0,11:18:18
7 Abr,15:22:50,PTN:,560.0,11:20:08
7 Abr,15:22:50,RST:,557.0,11:19:20
7 Abr,15:22:50,RST.B:,445.0,11:20:14
7 Abr,15:22:50,SVS:,1280.0,11:21:54
7 Abr,15:22:50,TDV.D:,810.0,11:20:20
7 Abr,15:22:50,TPG:,20.0,11:20:19
7 Abr,15:27:59,IBC:,5935.39,11:27:52
7 Abr,15:27:59,I.FINANCIE:,11379.04,11:27:51
7 Abr,15:27:59,I.INDUSTR:,2395.83,11:27:52
7 Abr,15:27:59,BNC:,1527.0,11:27:40
7 Abr,15:27:59,BPV:,143.9,11:27:42
7 Abr,15:27:59,BVCC:,600.0,11:27:01
7 Abr,15:27:59,BVL:,1700.0,11:27:02
7 abr,15:27:59,EFE:,145.0,11:27:17
7 Abr,15:27:59,FNC:,1269.0,11:23:19
7 Abr,15:27:59,FNV:,395.0,11:27:02
7 Abr,15:27:59,ICP.B:,144.0,11:22:51
7 Abr,15:27:59,IVC.B:,585.0,11:24:03
7 Abr,15:27:59,MVZ.A:,6899.0,11:23:04
7 Abr,15:27:59,MVZ.B:,6500.0,11:23:19
7 Abr,15:27:59,PCP.B:,374.99,11:27:03
7 Abr,15:27:59,PTN:,560.0,11:23:22
7 abr,15:27:59,RST:,472.0,11:23:27
7 Abr,15:27:59,RST.B:,445.0,11:27:30
7 Abr,15:27:59,TDV.D:,810.0,11:27:51
7 Abr,15:27:59,TPG:,20.0,11:23:20
7 Abr,15:33:13,IBC:,5925.61,11:31:52
7 Abr,15:33:13,I.FINANCIE:,11379.04,11:31:52
7 Abr,15:33:13,I.INDUSTR:,2376.03,11:31:52
7 Abr,15:33:13,BNC:,1527.0,11:30:45
7 Abr,15:33:13,CRM.A:,660.0,11:29:10
7 Abr,15:33:13,FNV:,360.0,11:31:30
7 Abr,15:33:13,MVZ.B:,6500.0,11:31:51
7 Abr,15:33:13,PGR:,109.0,11:29:43
7 Abr,15:38:31,IBC:,5955.8,11:38:15
7 Abr,15:38:31,I.FINANCIACIÓN:,11365.58,11:38:15
7 Abr,15:38:31,I.INDUSTR:,2448.54,11:38:15
7 Abr,15:38:31,BNC:,1530.0,11:35:53
7 Abr,15:38:31,BPV:,143.9,11:36:57
7 Abr,15:38:31,BVCC:,590.0,11:35:18
7 Abr,15:38:31,BVL:,1674.98,11:37:04
7 Abr,15:38:31,CCP.B:,549.0,11:36:57
7 abr,15:38:31,CRM.A:,650.0,11:38:15
7 Abr,15:38:31,DOM:,869.0,11:36:03
7 abr,15:38:31,EFE:,148.0,11:35:57
7 Abr,15:38:31,ENV:,838.0,11:36:31
7 Abr,15:38:31,MPA:,105.0,11:34:02
7 abr,15:38:31,PCP.B:,374.99,11:37:42
7 Abr,15:38:31,PGR:,110.0,11:38:24
7 Abr,15:38:31,PTN:,560.0,11:33:37
7 Abr,15:38:31,RST:,550.0,11:36:58
7 Abr,15:38:31,RST.B:,445.0,11:36:04
7 Abr,15:38:31,SVS:,1280.0,11:33:38
7 Abr,15:38:31,TPG:,20.0,11:33:39
7 Abr,15:43:45,IBC:,5929.29,11:42:36
7 Abr,15:43:45,I.FINANCIE:,11317.73,11:42:35
7 Abr,15:43:45,I.INDUSTR:,2435.32,11:42:36
7 Abr,15:43:45,ABC.A:,1600.0,11:40:00
7 Abr,15:43:45,BNC:,1530.0,11:38:50
7 Abr,15:43:45,BPV:,143.9,11:42:35
7 Abr,15:43:45,CGQ:,4200.0,11:38:46
7 Abr,15:43:45,CRM.A:,650.0,11:42:16
7 Abr,15:43:45,DOM:,750.0,11:42:00
7 abr,15:43:45,EFE:,148.0,11:42:38
7 Abr,15:43:45,FNV:,350.0,11:39:25
7 Abr,15:43:45,GMC.B:,4250.0,11:39:57
7 Abr,15:43:45,ICP.B:,144.0,11:42:41
7 Abr,15:43:45,MPA:,100.0,11:40:24
7 Abr,15:43:45,MTC.B:,305.83,11:40:40
7 Abr,15:43:45,PGR:,107.5,11:41:13
7 Abr,15:43:45,PRIMERO:,550.0,11:40:00
7 Abr,15:43:45,TPG:,20.0,11:38:46
7 Abr,15:48:56,IBC:,5881.54,11:48:54
7 Abr,15:48:56,I.FINANCIACIÓN:,11200.77,11:48:53
7 Abr,15:48:56,I.INDUSTR:,2437.53,11:48:54
7 Abr,15:48:56,BNC:,1530.0,11:48:53
7 Abr,15:48:56,BPV:,143.9,11:48:07
7 Abr,15:48:56,BVCC:,580.0,11:47:34
7 Abr,15:48:56,CRM.A:,650.0,11:46:39
7 Abr,15:48:56,ICP.B:,144.0,11:45:27
7 Abr,15:48:56,MPA:,105.0,11:48:06
7 Abr,15:48:56,MVZ.A:,6500.0,11:44:07
7 Abr,15:48:56,RST.B:,445.0,11:48:32
7 Abr,15:48:56,TPG:,20.0,11:45:17
7 Abr,15:54:06,IBC:,5858.98,11:53:25
7 Abr,15:54:06,I.FINANCIACIÓN:,11146.76,11:53:25
7 Abr,15:54:06,I.INDUSTR:,2437.53,11:53:25
7 Abr,15:54:06,BNC:,1530.0,11:53:10
7 Abr,15:54:06,BPV:,142.0,11:53:11
7 Abr,15:54:06,BVCC:,590.0,11:53:24
7 Abr,15:54:06,CRM.A:,650.0,11:53:12
7 abr,15:54:06,EFE:,148.0,11:53:13
7 Abr,15:54:06,FNV:,395.0,11:53:13
7 Abr,15:54:06,PGR:,109.0,11:53:14
7 Abr,15:54:06,RST.B:,445.0,11:53:14
7 Abr,15:54:06,SVS:,1280.0,11:53:15
7 Abr,15:54:06,TPG:,21.8,11:53:15
7 Abr,15:59:20,IBC:,5899.45,11:58:52
7 Abr,15:59:20,I.FINANCIACIÓN:,11243.67,11:58:51
7 Abr,15:59:20,I.INDUSTR:,2437.53,11:58:52
7 Abr,15:59:20,BPV:,142.0,11:56:11
7 Abr,15:59:20,BVCC:,590.0,11:57:25
7 Abr,15:59:20,DOM:,750.0,11:54:39
7 Abr,15:59:20,MVZ.A:,6850.0,11:58:51
7 Abr,15:59:20,PIV.B:,50000.0,11:58:28
7 Abr,16:04:25,IBC:,5897.32,12:03:56
7 Abr,16:04:25,I.FINANCIACIÓN:,11243.67,12:03:55
7 Abr,16:04:25,I.INDUSTR:,2433.21,12:03:56
7 Abr,16:04:25,BNC:,1530.0,12:03:51
7 Abr,16:04:25,BPV:,142.0,12:03:55
7 Abr,16:04:25,DOM:,707.0,11:59:44
7 Abr,16:04:25,EFE:,135.0,12:01:56
7 Abr,16:04:25,FNC:,1030.0,11:59:45
7 abr,16:04:25,PCP.B:,374.99,12:01:33
7 Abr,16:04:25,PGR:,109.0,12:01:01
7 Abr,16:04:25,PTN:,560.0,11:59:47
7 Abr,16:04:25,RST:,549.5,11:59:48
7 Abr,16:04:25,RST.B:,448.75,11:59:49
7 Abr,16:04:25,TPG:,21.5,12:03:10
7 Abr,16:09:30,IBC:,5897.32,12:09:03
7 Abr,16:09:30,I.FINANCIE:,11243.67,12:09:02
7 Abr,16:09:30,I.INDUSTR:,2433.21,12:09:03
7 Abr,16:09:30,BPV:,142.0,12:06:08
7 Abr,16:09:30,BVCC:,590.0,12:07:23
7 Abr,16:09:30,FNC:,1030.0,12:05:46
7 Abr,16:09:30,PGR:,109.0,12:06:46
7 Abr,16:09:30,RST:,549.5,12:08:19
7 Abr,16:09:30,RST.B:,448.75,12:09:02
7 Abr,16:09:30,TPG:,21.8,12:06:47
7 Abr,16:14:41,IBC:,5892.36,12:13:00
7 Abr,16:14:41,I.FINANCIE:,11231.79,12:13:00
7 Abr,16:14:41,I.INDUSTR:,2433.21,12:13:00
7 Abr,16:14:41,BPV:,141.0,12:09:39
7 abr,16:14:41,EFE:,148.0,12:13:48
7 Abr,16:14:41,FNV:,350.0,12:11:15
7 Abr,16:14:41,MVZ.A:,6850.0,12:10:01
7 Abr,16:14:41,MVZ.B:,6600.0,12:12:59
7 Abr,16:14:41,PCP.B:,374.99,12:10:16
7 abr,16:14:41,RST.B:,448.75,12:09:39
7 Abr,16:19:46,IBC:,5878.21,12:18:41
7 Abr,16:19:46,I.FINANCIE:,11179.33,12:18:41
7 Abr,16:19:46,I.INDUSTR:,2448.92,12:18:42
7 Abr,16:19:46,BNC:,1530.0,12:17:05
7 Abr,16:19:46,BPV:,141.0,12:18:36
7 Abr,16:19:46,BVCC:,590.0,12:15:28
7 Abr,16:19:46,BVL:,1550.0,12:15:30
7 abr,16:19:46,CRM.A:,650.0,12:15:31
7 Abr,16:19:46,DOM:,868.55,12:16:34
7 Abr,16:19:46,ENV:,840.0,12:15:31
7 Abr,16:19:46,FNC:,1265.0,12:15:32
7 Abr,16:19:46,MPA:,105.0,12:15:33
7 Abr,16:19:46,MVZ.B:,6600.0,12:18:40
7 abr,16:19:46,PCP.B:,374.99,12:15:33
7 abr,16:19:46,RST:,549.5,12:15:34
7 abr,16:19:46,RST.B:,445.0,12:18:38
7 Abr,16:19:46,TDV.D:,810.0,12:15:21
7 Abr,16:19:46,TPG:,21.5,12:16:34
7 Abr,16:25:01,IBC:,5896.56,12:23:44
7 Abr,16:25:01,I.FINANCIACIÓN:,11223.93,12:23:44
7 Abr,16:25:01,I.INDUSTR:,2448.36,12:23:44
7 Abr,16:25:01,ABC.A:,1710.0,12:20:35
7 Abr,16:25:01,BNC:,1530.0,12:22:56
7 Abr,16:25:01,BPV:,141.0,12:23:43
7 Abr,16:25:01,BVCC:,590.0,12:21:26
7 Abr,16:25:01,MPA:,105.0,12:21:28
7 Abr,16:25:01,PGR:,109.0,12:21:29
7 Abr,16:25:01,RST:,549.5,12:21:29
7 Abr,16:25:01,RST.B:,435.0,12:21:29
7 Abr,16:25:01,TPG:,21.5,12:23:40
7 Abr,16:30:08,IBC:,5860.9,12:30:03
7 Abr,16:30:08,I.FINANCIACIÓN:,11138.53,12:30:03
7 Abr,16:30:08,I.INDUSTR:,2448.36,12:30:04
7 Abr,16:30:08,BNC:,1517.0,12:29:10
7 Abr,16:30:08,BPV:,139.0,12:29:34
7 Abr,16:30:08,BVCC:,580.0,12:29:26
7 Abr,16:30:08,TDV.D:,810.0,12:27:48
7 Abr,16:30:08,TPG:,21.79,12:27:49
7 Abr,16:35:11,IBC:,5836.36,12:35:03
7 Abr,16:35:11,I.FINANCIACIÓN:,11105.65,12:35:03
7 Abr,16:35:11,I.INDUSTR:,2426.49,12:35:04
7 Abr,16:35:11,ABC.A:,1600.0,12:32:03
7 Abr,16:35:11,BNC:,1527.0,12:32:48
7 Abr,16:35:11,BPV:,139.0,12:32:43
7 Abr,16:35:11,BVCC:,580.0,12:32:43
7 Abr,16:35:11,CRM.A:,630.0,12:32:05
7 Abr,16:35:11,EFE:,135.0,12:31:54
7 Abr,16:35:11,GZL:,770.0,12:32:10
7 Abr,16:35:11,IVC.B:,520.0,12:32:31
7 Abr,16:35:11,MVZ.A:,6850.0,12:31:43
7 Abr,16:35:11,PGR:,107.5,12:32:46
7 Abr,16:35:11,RST:,545.0,12:33:08
7 Abr,16:35:11,TDV.D:,800.0,12:34:12
7 Abr,16:35:11,TPG:,21.79,12:32:44
7 Abr,16:40:20,IBC:,5863.93,12:40:03
7 Abr,16:40:20,I.FINANCIACIÓN:,11169.33,12:40:03
7 Abr,16:40:20,I.INDUSTR:,2428.47,12:40:03
7 Abr,16:40:20,ABC.A:,1600.0,12:39:14
7 Abr,16:40:20,BPV:,141.0,12:38:48
7 Abr,16:40:20,BVCC:,580.0,12:37:41
7 Abr,16:40:20,BVL:,1550.0,12:37:30
7 Abr,16:40:20,ENV:,840.0,12:37:42
7 abr,16:40:20,PCP.B:,374.99,12:37:46
7 Abr,16:40:20,PGR:,107.5,12:35:17
7 Abr,16:40:20,RST:,545.0,12:35:17
7 Abr,16:40:20,SVS:,1270.0,12:38:52
7 Abr,16:40:20,TDV.D:,818.0,12:35:13
7 Abr,16:45:27,IBC:,5819.24,12:45:20
7 Abr,16:45:27,I.FINANCIACIÓN:,11149.37,12:45:20
7 Abr,16:45:27,I.INDUSTR:,2354.87,12:45:20
7 Abr,16:45:27,BPV:,141.0,12:45:05
7 Abr,16:45:27,BVCC:,580.0,12:41:18
7 Abr,16:45:27,MPA:,100.0,12:45:19
7 Abr,16:45:27,MVZ.B:,6500.0,12:42:27
7 Abr,16:45:27,PGR:,109.0,12:45:14
7 Abr,16:45:27,RST:,480.0,12:42:05
7 abr,16:45:27,RST.B:,435.0,12:41:19
7 Abr,16:45:27,TDV.D:,818.0,12:42:39
7 Abr,16:45:27,TPG:,21.5,12:43:09
7 Abr,16:50:41,IBC:,5790.37,12:50:03
7 Abr,16:50:41,I.FINANCIACIÓN:,11152.89,12:50:03
7 Abr,16:50:41,I.INDUSTR:,2293.46,12:50:04
7 Abr,16:50:41,BNC:,1530.0,12:48:43
7 Abr,16:50:41,BPV:,141.0,12:47:14
7 Abr,16:50:41,IMP.B:,2200.0,12:49:10
7 Abr,16:50:41,MVZ.B:,6500.0,12:49:52
7 Abr,16:50:41,PGR:,110.0,12:49:05
7 Abr,16:50:41,PTN:,560.0,12:49:06
7 Abr,16:50:41,RST.B:,435.0,12:49:06
7 Abr,16:50:41,SVS:,1070.01,12:47:14
7 Abr,16:50:41,TDV.D:,815.0,12:49:40
7 Abr,16:50:41,TPG:,21.5,12:47:15
7 Abr,16:55:46,IBC:,5825.75,12:55:06
7 Abr,16:55:46,I.FINANCIE:,11237.59,12:55:06
7 Abr,16:55:46,I.INDUSTR:,2293.46,12:55:06
7 abr,16:55:46,ABC.A:,1695.0,12:54:48
7 Abr,16:55:46,BPV:,141.0,12:54:49
7 Abr,16:55:46,BVL:,1660.0,12:54:49
7 Abr,16:55:46,GZL:,717.0,12:53:59
7 Abr,16:55:46,IVC.A:,865.01,12:53:53
7 Abr,16:55:46,MVZ.A:,6850.0,12:54:55
7 Abr,16:55:46,TPG:,21.5,12:54:49
7 Abr,17:00:52,IBC:,5825.75,13:00:03
7 Abr,17:00:52,I.FINANCIACIÓN:,11237.59,13:00:03
7 Abr,17:00:52,I.INDUSTR:,2293.46,13:00:04
7 Abr,17:00:52,BPV:,141.0,13:00:11
7 Abr,17:00:52,BVCC:,579.0,13:00:11
7 Abr,17:00:52,BVL:,1550.05,13:00:11
7 Abr,17:00:52,ENV:,838.0,13:00:11
7 Abr,17:00:52,IVC.B:,550.0,13:00:12
7 Abr,17:00:52,MTC.B:,305.83,13:00:12
7 Abr,17:00:52,PGR:,110.0,13:00:12
7 Abr,17:00:52,RST:,545.0,13:00:13
7 Abr,17:00:52,RST.B:,435.0,13:00:13
7 Abr,17:00:52,SVS:,1270.0,13:00:13
7 Abr,17:00:52,TDV.D:,814.85,13:00:13
7 Abr,17:00:52,TPG:,21.1,13:00:14
7 Abr,17:06:03,IBC:,5838.99,13:03:34
7 Abr,17:06:03,I.FINANCIACIÓN:,11116.36,13:03:34
7 Abr,17:06:03,I.INDUSTR:,2422.76,13:03:34
7 Abr,17:06:03,ABC.A:,1600.0,12:54:48
7 Abr,17:06:03,BPV:,139.75,13:00:11
7 Abr,17:06:03,BVCC:,585.0,13:00:11
7 Abr,17:06:03,CCP.B:,500.0,11:36:57
7 Abr,17:06:03,CRM.A:,650.0,12:32:05
7 Abr,17:06:03,DOM:,750.0,12:16:34
7 Abr,17:06:03,EFE:,150.0,12:31:54
7 Abr,17:06:03,ENV:,840.0,13:00:11
7 Abr,17:06:03,FNC:,1100.0,12:15:32
7 Abr,17:06:03,FNV:,360.0,12:11:15
7 Abr,17:06:03,IMP.B:,2100.0,12:49:10
7 Abr,17:06:03,IVC.B:,549.8,13:00:12
7 Abr,17:06:03,MTC.B:,257.0,13:00:12
7 Abr,17:06:03,PCP.B:,375.0,12:37:46
7 Abr,17:06:03,PTN:,650.0,12:49:06
7 Abr,17:06:03,RST.B:,445.0,13:00:13
7 Abr,17:06:03,SVS:,1249.0,13:00:13
7 Abr,17:06:03,TPG:,20.0,13:00:14
Explicar ,,,,
