fecha,accion,precio,variacion_abs,monto_efectivo,hora
2026-01-14,FFV.B,79,18,7.18,150442,09:05:51
2026-01-15,FFV.B,87,7.82,152250,09:04:00
2026-01-16,FFV.B,95.6,8.6,186420,09:08:55
