fecha,accion,precio,variacion_abs,monto_efectivo,hora
2026-01-02,EFE,62,9,61700,12:50:48
2026-01-05,EFE,70,8,185142,12:54:40
2026-01-06,EFE,83,13,1391998,12:53:36
2026-01-07,EFE,"99,5",16.5,1172882.95,13:00:11
2026-01-08,EFE,118,18.5,180365.92,12:45:35
2026-01-09,EFE,"141,59",23.59,92475,11:14:11
