fecha,accion,precio,variacion_abs,monto_efectivo,hora
2026-01-02,BVL,585,45,298632.84,12:46:41
2026-01-05,BVL,701,116,1198504.5,13:00:03
2026-01-07,BVL,"1.000,01",158.86,1769610.18,12:47:41
2026-01-08,BVL,1.099,98.99,3936629.31,12:55:00
2026-01-09,BVL,1.250,151,3958685,13:00:17
