VOL_CMP,PRE_CMP,VOL_VTA,PRE_VTA
583,113.0,1,116.5
3516,111.5,100,116.99
378,111.01,2193,117.0
34,111.0,5,119.0
98,101.0,3982,120.0
25019,95.0,2500,125.0
