VOL_CMP,PRE_CMP,VOL_VTA,PRE_VTA
10,1151.0,1,1275
39,1150.0,76,1350
1,1120.0,85,1368
1,1117.81,76,1400
200,1105.0,0,0
0,0.0,0,0
