VOL_CMP,PRE_CMP,VOL_VTA,PRE_VTA
2,1500.38,74,1510
9,1500.0,271,1530
3,1493.0,1999,1599
500,1480.0,967,1625
105,1475.0,1000,1695
10,1451.02,1,1790
