VOL_CMP,PRE_CMP,VOL_VTA,PRE_VTA
1,1500.0,324,1546
181,1401.0,50,1548
100,1300.0,197,1570
1,1275.75,509,1575
0,0.0,5,1578
0,0.0,0,0
