VOL_CMP,PRE_CMP,VOL_VTA,PRE_VTA
50,600.0,155,649.5
1,526.5,64,650.0
150,525.0,96,700.0
500,521.0,250,798.0
0,0.0,759,799.99
0,0.0,38,900.0
