VOL_CMP,PRE_CMP,VOL_VTA,PRE_VTA
3,1501.0,265,1540
250,1500.15,56,1578
82,1500.0,179,1580
2347,1250.0,23,1585
0,0.0,489,1590
0,0.0,126,1611
