VOL_CMP,PRE_CMP,VOL_VTA,PRE_VTA
20,132.0,2708,133.0
14,130.01,11,134.19
5,130.0,1846,134.2
600,126.0,297,134.35
50,125.05,15,135.0
1000,125.01,4,135.05
