VOL_CMP,PRE_CMP,VOL_VTA,PRE_VTA
3,250.0,517,290.0
20,235.54,5,291.7
0,0.0,1,299.99
0,0.0,2,327.95
0,0.0,25,350.0
0,0.0,382,398.0
