VOL_CMP,PRE_CMP,VOL_VTA,PRE_VTA
7,100.0,2179,104.0
30,99.0,100282,105.0
3,95.0,5250,110.0
31,90.1,413,121.14
1500,90.0,409,122.36
10,87.0,404,123.84
