VOL_CMP,PRE_CMP,VOL_VTA,PRE_VTA
1000,506.0,1288,535.0
95,500.0,258,544.5
500,490.02,521,546.0
244,490.01,898,550.0
300,490.0,4895,565.0
50,485.05,37,580.0
