VOL_CMP,PRE_CMP,VOL_VTA,PRE_VTA
1932,900.0,398,1070
1,891.01,841,1100
1500,885.0,2,1308
0,0.0,338,1500
0,0.0,100,1580
0,0.0,50,1600
